Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
;;;;;-0.98;-3.66;-0.51;-1.13;-3.98;-89.85;-203.07;-50.98
1120;1;-0.850;-0.950;-3.550;0.10;2.78;0.12;0.51;3.06;83.94;90.61;36.62
;;;;;-0.89;-3.22;-0.55;-1.12;-4.82;-94.24;-196.15;-42.80
1121;1;-0.850;-1.050;-3.569;-0.07;2.53;0.15;0.70;3.56;94.57;91.09;34.40
;;;;;-1.01;-2.79;-0.59;-1.11;-5.12;-97.72;-188.25;-34.51
1122;1;-0.850;-1.150;-3.589;-0.07;2.25;0.23;0.80;3.92;105.16;90.23;31.26
;;;;;-1.14;-2.38;-0.61;-1.00;-5.02;-100.55;-179.76;-29.03
1123;1;-0.850;-1.250;-3.609;-0.05;1.97;0.32;1.03;4.04;115.03;88.35;28.02
;;;;;-1.26;-1.98;-0.62;-0.80;-4.74;-102.26;-171.03;-28.60
1124;1;-0.850;-1.350;-3.628;0.03;1.68;0.41;1.19;4.02;123.62;85.67;24.38
;;;;;-1.35;-1.63;-0.62;-0.81;-4.39;-102.84;-162.33;-28.84
1125;1;-0.850;-1.450;-3.648;0.19;1.42;0.48;1.28;3.96;130.52;82.51;29.23
;;;;;-1.42;-1.31;-0.59;-0.85;-4.02;-102.73;-154.08;-29.56
1126;1;-0.850;-1.550;-3.668;0.35;1.16;0.54;1.35;3.83;134.93;78.88;34.30
;;;;;-1.44;-1.05;-0.55;-0.88;-3.65;-101.61;-155.56;-30.77
1127;1;-0.850;-1.650;-3.687;0.50;1.31;0.58;1.43;3.87;136.51;74.92;38.65
;;;;;-1.43;-0.82;-0.49;-0.90;-3.40;-99.82;-167.98;-32.36
1128;1;-0.850;-1.750;-3.707;0.66;1.62;0.61;1.97;3.86;134.89;70.77;42.24
;;;;;-1.39;-0.61;-0.43;-0.85;-3.15;-97.75;-179.75;-34.22
1129;1;-0.850;-1.850;-3.727;0.83;1.93;0.62;2.66;3.70;128.77;66.45;45.41
;;;;;-1.38;-0.45;-0.36;-0.80;-2.82;-95.31;-190.59;-36.48
1130;1;-0.850;-1.950;-3.746;1.00;2.24;0.60;3.44;3.44;116.57;61.99;47.94
;;;;;-1.54;-0.53;-0.29;-0.72;-2.45;-92.38;-200.07;-39.96
1131;1;-0.950;-0.050;-3.397;4.31;2.57;1.83;10.37;19.75;-21.64;56.49;-21.37
;;;;;-2.53;-5.94;-2.82;-20.95;-16.75;-171.49;-216.68;-160.37
1132;1;-0.950;-0.150;-3.416;3.48;2.89;1.30;4.81;2.44;-15.71;49.55;27.20
;;;;;-2.28;-6.23;-2.01;-17.58;-7.09;-124.18;-189.15;-123.22
1133;1;-0.950;-0.250;-3.435;1.74;2.94;0.90;3.46;1.64;9.64;41.37;32.00
;;;;;-1.55;-5.77;-1.43;-12.93;-5.56;-85.31;-171.05;-95.34
1134;1;-0.950;-0.350;-3.454;0.67;3.07;0.67;2.13;1.22;19.96;31.93;35.94
;;;;;-1.17;-5.34;-1.06;-8.47;-4.71;-72.80;-186.64;-87.72
1135;1;-0.950;-0.450;-3.473;0.19;3.15;0.51;1.23;1.12;34.45;47.22;38.14
;;;;;-0.92;-4.95;-0.83;-5.58;-4.36;-74.28;-195.63;-81.86
1136;1;-0.950;-0.550;-3.492;0.18;3.05;0.39;0.75;0.41;45.88;60.66;41.17
;;;;;-0.83;-4.41;-0.66;-3.44;-2.89;-78.94;-198.82;-74.77
1137;1;-0.950;-0.650;-3.511;0.20;2.99;0.30;0.62;1.33;56.55;70.92;42.79
;;;;;-0.89;-4.03;-0.55;-2.14;-2.78;-84.28;-199.24;-66.84
1138;1;-0.950;-0.750;-3.530;0.19;2.85;0.22;0.46;2.19;67.00;78.14;43.51
;;;;;-0.88;-3.61;-0.55;-1.40;-3.93;-89.89;-196.95;-59.04
1139;1;-0.950;-0.850;-3.550;0.14;2.67;0.16;0.33;2.80;77.27;82.92;43.29
;;;;;-0.84;-3.20;-0.60;-1.30;-4.82;-94.71;-192.33;-50.53
1140;1;-0.950;-0.950;-3.569;-0.08;2.45;0.12;0.40;3.37;87.60;85.66;42.38
;;;;;-0.88;-2.79;-0.66;-1.30;-5.14;-98.71;-186.23;-41.63
1141;1;-0.950;-1.050;-3.588;-0.09;2.21;0.12;0.53;3.73;97.90;86.73;41.06
;;;;;-1.02;-2.40;-0.71;-1.29;-5.06;-101.74;-179.12;-32.67
1142;1;-0.950;-1.150;-3.607;-0.09;1.95;0.14;0.63;3.94;107.62;86.45;38.95
;;;;;-1.16;-2.02;-0.75;-1.23;-4.84;-103.67;-171.39;-24.89
1143;1;-0.950;-1.250;-3.626;-0.08;1.69;0.22;0.73;3.98;116.46;85.08;35.84
;;;;;-1.29;-1.67;-0.76;-1.06;-4.52;-104.78;-163.40;-24.46
1144;1;-0.950;-1.350;-3.645;-0.06;1.42;0.30;0.83;3.96;123.83;82.88;31.68
;;;;;-1.39;-1.35;-0.76;-0.80;-4.17;-104.70;-155.41;-24.69
1145;1;-0.950;-1.450;-3.664;0.17;1.18;0.37;0.96;3.86;129.48;80.14;26.42
;;;;;-1.48;-1.09;-0.75;-0.77;-3.81;-103.80;-147.82;-25.38
1146;1;-0.950;-1.550;-3.683;0.31;1.05;0.43;1.08;3.83;132.66;76.91;27.48
;;;;;-1.51;-0.85;-0.72;-0.80;-3.50;-102.01;-150.13;-26.54
1147;1;-0.950;-1.650;-3.702;0.44;1.35;0.48;1.19;3.90;133.30;73.34;31.94
;;;;;-1.52;-0.64;-0.68;-0.80;-3.25;-99.78;-163.99;-28.04
1148;1;-0.950;-1.750;-3.721;0.59;1.65;0.51;1.46;3.78;130.50;69.51;35.87
;;;;;-1.52;-0.46;-0.63;-0.79;-2.93;-97.21;-177.51;-29.98
1149;1;-0.950;-1.850;-3.740;0.75;1.95;0.53;2.14;3.55;122.68;65.48;39.06
;;;;;-1.46;-0.51;-0.57;-0.78;-2.56;-94.15;-190.28;-32.23
1150;1;-0.950;-1.950;-3.759;0.91;2.25;0.51;2.86;3.31;108.62;61.28;41.54
;;;;;-1.55;-0.59;-0.51;-0.74;-2.21;-90.63;-202.02;-34.73
1151;1;-1.050;-0.050;-3.422;3.89;2.38;1.76;4.79;15.98;-20.59;60.59;28.15
;;;;;-1.91;-5.24;-2.29;-15.22;-14.07;-150.29;-203.80;-151.85
1152;1;-1.050;-0.150;-3.440;2.85;2.53;1.29;4.49;3.42;-12.22;53.77;33.55
;;;;;-1.61;-5.35;-1.70;-15.05;-6.48;-105.06;-179.82;-114.69
1153;1;-1.050;-0.250;-3.459;1.47;2.57;0.93;3.32;2.29;12.83;46.26;37.12
;;;;;-1.07;-4.86;-1.30;-10.90;-5.10;-76.56;-161.06;-91.20
1154;1;-1.050;-0.350;-3.477;0.64;2.75;0.71;2.08;1.86;27.69;37.43;40.47
;;;;;-0.80;-4.61;-1.04;-7.40;-4.45;-71.65;-170.49;-85.20
1155;1;-1.050;-0.450;-3.495;0.18;2.75;0.54;1.42;0.51;39.37;37.10;42.58
;;;;;-0.65;-4.18;-0.83;-4.94;-3.00;-76.64;-180.31;-80.03
1156;1;-1.050;-0.550;-3.514;0.17;2.74;0.44;1.08;1.16;49.65;51.09;44.95
;;;;;-0.64;-3.84;-0.71;-3.24;-2.73;-82.16;-185.41;-73.15
1157;1;-1.050;-0.650;-3.532;0.18;2.65;0.35;0.82;1.96;59.81;62.33;47.07
;;;;;-0.66;-3.47;-0.62;-2.31;-3.82;-88.22;-186.82;-65.68
1158;1;-1.050;-0.750;-3.551;0.15;2.51;0.28;0.67;2.47;69.77;70.46;48.33
;;;;;-0.69;-3.11;-0.60;-1.68;-4.69;-93.71;-185.30;-57.44
1159;1;-1.050;-0.850;-3.569;0.10;2.34;0.22;0.49;3.19;79.64;76.08;48.91
;;;;;-0.70;-2.74;-0.69;-1.40;-5.11;-98.33;-181.65;-48.73
1160;1;-1.050;-0.950;-3.588;-0.10;2.13;0.16;0.31;3.57;89.55;79.50;48.84
;;;;;-0.85;-2.38;-0.76;-1.48;-5.05;-101.96;-176.27;-39.33
1161;1;-1.050;-1.050;-3.606;-0.09;1.89;0.12;0.43;3.77;98.86;81.13;48.09
;;;;;-1.00;-2.01;-0.81;-1.48;-4.84;-104.29;-169.74;-29.55
1162;1;-1.050;-1.150;-3.625;-0.10;1.66;0.13;0.54;3.96;107.62;81.43;46.92
;;;;;-1.15;-1.68;-0.86;-1.45;-4.62;-105.71;-162.75;-19.84
1163;1;-1.050;-1.250;-3.643;-0.11;1.41;0.15;0.66;3.86;115.24;80.55;44.70
;;;;;-1.29;-1.37;-0.89;-1.29;-4.24;-105.91;-155.37;-19.29
1164;1;-1.050;-1.350;-3.661;-0.09;1.17;0.20;0.73;3.85;121.46;78.84;41.45
;;;;;-1.40;-1.10;-0.90;-1.10;-3.91;-105.11;-148.06;-19.52
1165;1;-1.050;-1.450;-3.680;0.17;0.94;0.27;0.80;3.82;125.96;76.49;37.14
;;;;;-1.49;-0.87;-0.89;-0.78;-3.58;-103.54;-140.97;-20.20
1166;1;-1.050;-1.550;-3.698;0.28;1.08;0.32;0.85;3.87;128.33;73.63;31.36
;;;;;-1.56;-0.66;-0.88;-0.69;-3.31;-101.32;-143.35;-21.36
1167;1;-1.050;-1.650;-3.717;0.41;1.39;0.38;0.97;3.80;128.12;70.40;25.65
;;;;;-1.60;-0.48;-0.86;-0.72;-3.00;-98.70;-158.40;-22.96
1168;1;-1.050;-1.750;-3.735;0.54;1.68;0.41;1.10;3.60;123.95;66.89;29.41
;;;;;-1.61;-0.49;-0.82;-0.76;-2.64;-95.56;-173.29;-24.87
1169;1;-1.050;-1.850;-3.754;0.67;1.97;0.43;1.60;3.38;114.61;63.13;32.58
;;;;;-1.56;-0.57;-0.77;-0.77;-2.28;-91.92;-187.78;-27.03
1170;1;-1.050;-1.950;-3.772;0.82;2.25;0.43;2.28;3.15;103.15;59.18;35.03
;;;;;-1.57;-0.65;-0.71;-0.75;-2.12;-87.90;-201.51;-29.43
1171;1;-1.150;-0.050;-3.446;3.56;2.16;1.69;3.31;12.91;-17.51;64.64;34.49
;;;;;-1.47;-4.57;-1.87;-11.18;-11.67;-130.31;-203.16;-142.11
1172;1;-1.150;-0.150;-3.464;2.42;2.20;1.29;3.84;4.20;-10.51;58.06;38.90
;;;;;-1.16;-4.61;-1.53;-12.59;-5.99;-88.80;-170.83;-106.13
1173;1;-1.150;-0.250;-3.482;1.31;2.27;0.97;2.78;3.09;21.27;50.89;41.53
;;;;;-0.75;-4.12;-1.24;-9.12;-4.97;-75.34;-156.46;-87.75
1174;1;-1.150;-0.350;-3.500;0.63;2.39;0.74;2.06;1.16;32.99;42.87;44.38
;;;;;-0.53;-3.84;-1.01;-6.31;-3.28;-72.33;-154.80;-82.47
1175;1;-1.150;-0.450;-3.518;0.30;2.46;0.61;1.64;0.95;43.06;34.00;46.34
;;;;;-0.51;-3.60;-0.88;-4.37;-2.73;-78.52;-166.35;-77.27
1176;1;-1.150;-0.550;-3.535;0.14;2.42;0.51;1.19;1.71;52.53;40.96;48.61
;;;;;-0.55;-3.29;-0.79;-3.15;-3.59;-85.06;-172.67;-70.99
1177;1;-1.150;-0.650;-3.553;0.13;2.33;0.42;0.91;2.16;62.00;53.19;51.17
;;;;;-0.59;-2.97;-0.71;-2.39;-4.50;-91.25;-174.91;-63.50
1178;1;-1.150;-0.750;-3.571;-0.11;2.19;0.34;0.70;2.95;71.30;62.18;53.06
;;;;;-0.63;-2.64;-0.65;-1.84;-4.96;-96.57;-174.16;-54.96
1179;1;-1.150;-0.850;-3.589;-0.11;2.02;0.28;0.50;3.40;80.55;68.51;54.38
;;;;;-0.67;-2.31;-0.75;-1.51;-5.00;-100.88;-171.22;-45.93
1180;1;-1.150;-0.950;-3.607;-0.11;1.82;0.21;0.30;3.61;89.40;72.58;55.12
;;;;;-0.80;-1.98;-0.84;-1.61;-4.81;-103.87;-166.48;-36.05
1181;1;-1.150;-1.050;-3.625;-0.11;1.60;0.16;0.35;3.79;97.68;74.84;55.26
;;;;;-0.96;-1.66;-0.91;-1.64;-4.60;-105.78;-160.63;-25.63
1182;1;-1.150;-1.150;-3.642;-0.11;1.39;0.14;0.46;3.78;105.39;75.71;54.80
;;;;;-1.12;-1.37;-0.97;-1.62;-4.27;-106.44;-154.37;-17.86
1183;1;-1.150;-1.250;-3.660;-0.12;1.15;0.15;0.55;3.75;111.68;75.23;53.45
;;;;;-1.24;-1.11;-0.99;-1.56;-3.92;-105.63;-147.39;-14.08
1184;1;-1.150;-1.350;-3.678;-0.11;0.93;0.16;0.66;3.81;116.89;73.91;51.11
;;;;;-1.37;-0.88;-1.01;-1.37;-3.65;-104.26;-140.53;-13.57
1185;1;-1.150;-1.450;-3.696;0.18;0.83;0.18;0.74;3.84;120.63;71.95;47.55
;;;;;-1.48;-0.67;-1.03;-1.11;-3.36;-102.29;-133.96;-14.32
1186;1;-1.150;-1.550;-3.714;0.28;1.13;0.23;0.80;3.79;122.32;69.46;42.45
;;;;;-1.58;-0.49;-1.03;-0.81;-3.04;-99.73;-135.27;-15.56
1187;1;-1.150;-1.650;-3.731;0.38;1.42;0.28;0.86;3.62;120.98;66.54;35.70
;;;;;-1.64;-0.47;-1.02;-0.68;-2.68;-96.58;-151.15;-17.14
1188;1;-1.150;-1.750;-3.749;0.49;1.70;0.32;0.94;3.42;115.53;63.30;38.84
;;;;;-1.66;-0.55;-1.00;-0.72;-2.33;-92.89;-167.26;-19.00
1189;1;-1.150;-1.850;-3.767;0.61;1.98;0.35;1.13;3.20;104.92;59.81;40.90
;;;;;-1.64;-0.63;-0.96;-0.75;-1.98;-88.77;-183.29;-21.12
1190;1;-1.150;-1.950;-3.785;0.73;2.25;0.35;1.72;2.97;102.74;56.10;40.47
;;;;;-1.61;-0.71;-0.90;-0.75;-2.19;-84.33;-198.83;-23.46
1191;1;-1.250;-0.050;-3.471;3.19;1.94;1.61;3.01;10.29;-12.83;68.29;39.63
;;;;;-1.13;-4.03;-1.65;-9.78;-9.56;-111.59;-200.06;-131.73
1192;1;-1.250;-0.150;-3.488;2.15;1.94;1.29;2.81;4.76;15.62;62.34;43.07
;;;;;-0.83;-4.08;-1.43;-10.70;-5.54;-78.66;-162.11;-97.86
1193;1;-1.250;-0.250;-3.505;1.19;1.99;0.98;2.27;2.24;27.27;55.65;45.19
;;;;;-0.52;-3.48;-1.18;-7.21;-3.80;-73.86;-151.59;-84.43
1194;1;-1.250;-0.350;-3.523;0.74;2.14;0.81;1.93;0.73;36.99;48.41;47.34
;;;;;-0.40;-3.28;-1.04;-5.13;-2.44;-73.12;-150.64;-79.15
1195;1;-1.250;-0.450;-3.540;0.50;2.16;0.68;1.50;1.39;45.93;40.18;49.64
;;;;;-0.41;-3.04;-0.94;-3.90;-3.49;-80.35;-153.20;-74.44
1196;1;-1.250;-0.550;-3.557;0.36;2.12;0.57;1.14;1.84;54.48;31.48;51.79
;;;;;-0.48;-2.78;-0.86;-3.01;-4.17;-87.28;-160.52;-68.29
1197;1;-1.250;-0.650;-3.574;0.27;2.01;0.48;0.92;2.68;63.11;43.85;54.84
;;;;;-0.55;-2.49;-0.79;-2.44;-4.74;-93.42;-163.59;-60.72
1198;1;-1.250;-0.750;-3.591;0.19;1.87;0.40;0.71;3.18;71.53;53.61;57.34
;;;;;-0.61;-2.20;-0.72;-2.00;-4.85;-98.37;-163.56;-51.90
1199;1;-1.250;-0.850;-3.609;-0.12;1.70;0.33;0.47;3.41;79.81;60.60;59.36
;;;;;-0.66;-1.90;-0.80;-1.59;-4.70;-102.23;-161.23;-42.46
1200;1;-1.250;-0.950;-3.626;-0.13;1.51;0.26;0.26;3.58;87.53;65.27;60.82
;;;;;-0.74;-1.61;-0.90;-1.72;-4.48;-104.69;-157.11;-34.94
1201;1;-1.250;-1.050;-3.643;-0.13;1.31;0.20;0.26;3.68;94.70;68.05;61.80
;;;;;-0.89;-1.33;-0.98;-1.81;-4.22;-105.84;-151.82;-28.71
1202;1;-1.250;-1.150;-3.660;-0.12;1.11;0.15;0.38;3.60;101.01;69.32;62.15
;;;;;-1.04;-1.09;-1.04;-1.76;-3.89;-105.64;-145.92;-22.35
1203;1;-1.250;-1.250;-3.677;-0.12;0.91;0.15;0.47;3.76;106.36;69.37;61.58
;;;;;-1.17;-0.87;-1.08;-1.71;-3.67;-104.29;-139.59;-17.09
1204;1;-1.250;-1.350;-3.695;0.14;0.71;0.16;0.57;3.83;110.84;68.50;60.08
;;;;;-1.31;-0.67;-1.12;-1.60;-3.40;-102.59;-133.27;-13.61
1205;1;-1.250;-1.450;-3.712;0.21;0.88;0.17;0.67;3.76;113.85;66.89;57.25
;;;;;-1.45;-0.49;-1.16;-1.42;-3.06;-100.24;-127.15;-12.92
1206;1;-1.250;-1.550;-3.729;0.29;1.17;0.18;0.75;3.61;114.56;64.71;52.83
;;;;;-1.56;-0.47;-1.18;-1.15;-2.71;-97.19;-125.73;-13.93
1207;1;-1.250;-1.650;-3.746;0.37;1.45;0.20;0.82;3.43;112.12;62.08;46.55
;;;;;-1.64;-0.53;-1.18;-0.81;-2.35;-93.53;-142.36;-14.98
1208;1;-1.250;-1.750;-3.763;0.45;1.72;0.24;0.87;3.23;105.60;59.11;48.64
;;;;;-1.67;-0.61;-1.16;-0.68;-2.01;-89.38;-159.54;-16.09
1209;1;-1.250;-1.850;-3.780;0.55;1.99;0.27;0.94;3.01;100.74;55.86;51.43
;;;;;-1.67;-0.69;-1.13;-0.71;-1.82;-84.87;-176.96;-17.28
1210;1;-1.250;-1.950;-3.798;0.66;2.24;0.27;1.19;2.78;101.61;52.37;51.58
;;;;;-1.61;-0.77;-1.08;-0.73;-2.25;-80.08;-194.21;-18.46
1211;1;-1.350;-0.050;-3.496;2.71;1.62;1.44;2.64;7.53;-10.55;71.89;43.05
;;;;;-0.82;-3.34;-1.39;-10.90;-7.57;-95.67;-194.61;-121.12
1212;1;-1.350;-0.150;-3.512;1.92;1.63;1.24;2.90;3.10;22.48;66.95;45.99
;;;;;-0.61;-3.44;-1.32;-9.15;-4.48;-76.90;-162.31;-89.78
1213;1;-1.350;-0.250;-3.529;1.27;1.81;1.04;2.13;0.58;31.69;60.73;47.63
;;;;;-0.41;-3.06;-1.20;-5.80;-2.10;-73.16;-146.64;-80.64
1214;1;-1.350;-0.350;-3.545;0.92;1.91;0.88;1.52;1.12;40.06;54.14;49.73
;;;;;-0.34;-2.79;-1.10;-4.23;-3.12;-74.23;-147.18;-76.04
1215;1;-1.350;-0.450;-3.562;0.74;1.90;0.75;1.22;1.50;47.90;46.54;52.32
;;;;;-0.38;-2.57;-1.01;-3.35;-3.98;-81.96;-143.77;-71.46
1216;1;-1.350;-0.550;-3.579;0.62;1.84;0.64;1.00;2.32;55.52;38.27;54.67
;;;;;-0.45;-2.33;-0.94;-2.82;-4.37;-89.04;-149.19;-65.31
1217;1;-1.350;-0.650;-3.595;0.53;1.72;0.54;0.73;2.93;63.16;34.76;57.95
;;;;;-0.53;-2.07;-0.86;-2.35;-4.61;-94.88;-153.06;-57.57
1218;1;-1.350;-0.750;-3.612;0.45;1.57;0.45;0.54;3.19;70.53;45.15;60.97
;;;;;-0.59;-1.79;-0.79;-2.01;-4.51;-99.37;-153.62;-49.76
1219;1;-1.350;-0.850;-3.628;0.35;1.40;0.36;0.37;3.37;77.57;52.70;63.57
;;;;;-0.65;-1.52;-0.82;-1.68;-4.33;-102.46;-151.84;-45.06
1220;1;-1.350;-0.950;-3.645;0.25;1.22;0.29;0.22;3.49;84.06;57.89;65.74
;;;;;-0.71;-1.27;-0.93;-1.78;-4.11;-104.33;-148.29;-39.48
1221;1;-1.350;-1.050;-3.661;0.17;1.04;0.23;0.18;3.55;90.00;61.17;67.46
;;;;;-0.80;-1.05;-1.02;-1.88;-3.86;-104.80;-143.58;-33.44
1222;1;-1.350;-1.150;-3.678;0.17;0.86;0.18;0.29;3.63;95.17;62.87;68.59
;;;;;-0.94;-0.84;-1.09;-1.91;-3.61;-103.99;-138.07;-27.16
1223;1;-1.350;-1.250;-3.695;0.18;0.68;0.15;0.40;3.76;99.80;63.35;68.87
;;;;;-1.09;-0.65;-1.16;-1.88;-3.38;-102.36;-132.28;-21.02
1224;1;-1.350;-1.350;-3.711;0.21;0.65;0.16;0.50;3.72;103.53;62.85;68.05
;;;;;-1.24;-0.48;-1.22;-1.80;-3.07;-100.19;-126.42;-16.29
1225;1;-1.350;-1.450;-3.728;0.25;0.93;0.18;0.60;3.58;105.58;61.57;65.96
;;;;;-1.38;-0.48;-1.27;-1.67;-2.71;-97.35;-120.68;-13.22
1226;1;-1.350;-1.550;-3.744;0.30;1.21;0.19;0.69;3.42;105.28;59.68;62.17
;;;;;-1.50;-0.52;-1.30;-1.46;-2.36;-93.81;-115.23;-12.85
1227;1;-1.350;-1.650;-3.761;0.36;1.48;0.20;0.77;3.24;101.86;57.33;56.36
;;;;;-1.59;-0.59;-1.31;-1.16;-2.02;-89.71;-132.08;-13.96
1228;1;-1.350;-1.750;-3.777;0.43;1.75;0.20;0.83;3.03;97.51;54.62;57.86
;;;;;-1.64;-0.67;-1.31;-0.97;-1.68;-85.19;-150.22;-15.15
1229;1;-1.350;-1.850;-3.794;0.51;2.00;0.20;0.87;2.82;98.93;51.59;61.22
;;;;;-1.65;-0.75;-1.28;-0.85;-1.98;-80.35;-168.93;-16.39
1230;1;-1.350;-1.950;-3.810;0.59;2.24;0.21;0.95;2.58;99.76;48.31;61.87
;;;;;-1.62;-0.84;-1.24;-0.70;-2.30;-75.30;-187.80;-17.61
1231;1;-1.450;-0.050;-3.520;2.48;1.35;1.31;2.85;3.62;15.44;75.20;45.50
;;;;;-0.59;-2.71;-1.22;-9.16;-4.82;-82.53;-190.94;-111.30
1232;1;-1.450;-0.150;-3.536;1.95;1.42;1.24;2.74;1.59;27.37;71.05;47.74
;;;;;-0.49;-2.88;-1.29;-8.17;-3.53;-75.58;-160.50;-82.68
1233;1;-1.450;-0.250;-3.552;1.43;1.62;1.09;1.81;0.82;34.91;65.90;49.53
;;;;;-0.35;-2.62;-1.23;-5.10;-2.53;-73.01;-141.00;-77.53
1234;1;-1.450;-0.350;-3.568;1.16;1.70;0.95;1.31;1.21;42.23;60.06;51.65
;;;;;-0.33;-2.37;-1.16;-3.73;-3.71;-75.40;-143.06;-73.14
1235;1;-1.450;-0.450;-3.584;1.01;1.67;0.81;0.94;1.89;49.16;53.15;54.32
;;;;;-0.35;-2.17;-1.08;-2.92;-4.24;-83.48;-140.66;-68.58
1236;1;-1.450;-0.550;-3.600;0.91;1.58;0.69;0.75;2.58;55.70;45.57;57.00
;;;;;-0.45;-1.94;-1.01;-2.57;-4.36;-90.38;-138.69;-62.26
1237;1;-1.450;-0.650;-3.616;0.83;1.45;0.59;0.55;2.93;62.11;37.32;60.32
;;;;;-0.54;-1.69;-0.93;-2.28;-4.28;-95.66;-143.30;-56.60
1238;1;-1.450;-0.750;-3.632;0.73;1.30;0.48;0.36;3.17;68.29;37.11;63.77
;;;;;-0.62;-1.44;-0.85;-1.97;-4.15;-99.55;-144.50;-53.24
1239;1;-1.450;-0.850;-3.648;0.64;1.14;0.40;0.24;3.30;74.03;45.15;66.90
;;;;;-0.69;-1.20;-0.83;-1.71;-3.95;-101.98;-143.28;-48.68
1240;1;-1.450;-0.950;-3.664;0.53;0.97;0.32;0.10;3.42;79.30;50.79;69.67
;;;;;-0.74;-1.00;-0.95;-1.82;-3.73;-103.13;-140.26;-43.29
1241;1;-1.450;-1.050;-3.680;0.41;0.80;0.25;0.10;3.52;84.07;54.46;72.15
;;;;;-0.80;-0.80;-1.05;-1.94;-3.52;-102.96;-135.98;-37.43
1242;1;-1.450;-1.150;-3.696;0.28;0.63;0.20;0.22;3.67;88.42;56.55;74.04
;;;;;-0.85;-0.62;-1.14;-2.01;-3.33;-101.78;-130.93;-31.48
1243;1;-1.450;-1.250;-3.712;0.27;0.46;0.17;0.32;3.66;92.27;57.38;75.10
;;;;;-0.99;-0.46;-1.23;-2.03;-3.04;-99.79;-125.57;-25.53
1244;1;-1.450;-1.350;-3.728;0.28;0.71;0.17;0.43;3.55;94.99;57.20;75.00
;;;;;-1.15;-0.49;-1.31;-2.00;-2.70;-97.05;-120.08;-19.67
1245;1;-1.450;-1.450;-3.744;0.30;0.99;0.18;0.52;3.40;96.02;56.22;73.40
;;;;;-1.29;-0.52;-1.37;-1.89;-2.36;-93.73;-114.70;-15.42
1246;1;-1.450;-1.550;-3.760;0.33;1.25;0.19;0.61;3.23;94.76;54.62;70.24
;;;;;-1.41;-0.57;-1.41;-1.73;-2.09;-89.77;-109.58;-12.77
1247;1;-1.450;-1.650;-3.775;0.36;1.51;0.20;0.70;3.04;93.01;52.53;64.94
;;;;;-1.51;-0.64;-1.43;-1.48;-1.86;-85.30;-120.36;-12.65
1248;1;-1.450;-1.750;-3.791;0.41;1.77;0.21;0.78;2.84;94.99;50.05;66.25
;;;;;-1.58;-0.75;-1.44;-1.37;-1.86;-80.47;-139.36;-13.89
1249;1;-1.450;-1.850;-3.807;0.47;2.01;0.21;0.83;2.62;96.38;47.25;70.05
;;;;;-1.60;-0.86;-1.42;-1.28;-2.12;-75.37;-159.28;-15.17
1250;1;-1.450;-1.950;-3.823;0.53;2.24;0.20;0.88;2.39;97.22;44.16;71.15
;;;;;-1.61;-0.99;-1.39;-1.14;-2.34;-70.10;-179.72;-16.43
1251;1;-1.550;-0.050;-3.545;2.52;1.22;1.30;2.77;1.90;21.77;78.01;47.08
;;;;;-0.49;-2.39;-1.21;-6.63;-2.78;-81.39;-190.37;-101.65
1252;1;-1.550;-0.150;-3.560;1.96;1.24;1.18;2.48;1.56;31.14;74.33;48.85
;;;;;-0.37;-2.32;-1.22;-6.85;-2.91;-74.70;-156.69;-79.33
1253;1;-1.550;-0.250;-3.576;1.57;1.40;1.07;1.40;0.92;37.57;70.90;50.73
;;;;;-0.31;-2.20;-1.21;-4.38;-3.04;-73.58;-134.27;-75.01
1254;1;-1.550;-0.350;-3.591;1.38;1.45;0.96;1.15;1.23;43.96;66.11;52.97
;;;;;-0.32;-2.00;-1.17;-3.36;-4.23;-76.72;-138.05;-70.66
1255;1;-1.550;-0.450;-3.606;1.28;1.41;0.84;0.93;2.17;49.89;60.04;55.42
;;;;;-0.38;-1.77;-1.12;-2.88;-4.55;-84.84;-136.82;-65.89
1256;1;-1.550;-0.550;-3.622;1.20;1.32;0.72;0.63;2.61;55.22;53.19;58.26
;;;;;-0.45;-1.57;-1.05;-2.50;-4.34;-91.23;-132.10;-60.97
1257;1;-1.550;-0.650;-3.637;1.11;1.19;0.61;0.40;2.87;60.26;45.75;61.65
;;;;;-0.54;-1.34;-0.97;-2.22;-4.07;-95.78;-134.24;-59.37
1258;1;-1.550;-0.750;-3.652;1.02;1.04;0.51;-0.27;3.08;65.19;38.09;65.44
;;;;;-0.63;-1.13;-0.88;-1.95;-3.84;-98.92;-136.10;-56.11
1259;1;-1.550;-0.850;-3.668;0.92;0.89;0.41;-0.18;3.24;69.65;37.99;69.01
;;;;;-0.70;-0.93;-0.81;-1.79;-3.64;-100.63;-135.38;-51.69
1260;1;-1.550;-0.950;-3.683;0.80;0.74;0.33;-0.12;3.41;73.74;44.01;72.45
;;;;;-0.77;-0.75;-0.94;-1.80;-3.51;-101.16;-132.85;-46.47
1261;1;-1.550;-1.050;-3.698;0.69;0.57;0.27;-0.11;3.57;77.54;48.04;75.60
;;;;;-0.83;-0.58;-1.06;-1.92;-3.35;-100.59;-129.04;-40.93
1262;1;-1.550;-1.150;-3.714;0.57;0.41;0.22;0.14;3.60;81.04;50.48;78.21
